Date,Stage,Match,Team,Win,Enemy,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
3/16/2024,Regular Season,2,EVOS Glory,Lose,Geek Fam ID,Super Red,Karrie,Marksman,Yu Zhong,Fighter,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,16:12,2,1,1,10967,15,1,0,1,4,7
3/16/2024,Regular Season,3,EVOS Glory,Lose,Geek Fam ID,Veldora,Yu Zhong,Fighter,Arlott,Fighter/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,26:45,2,4,2,14173,15,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Lose,Geek Fam ID,VAN,Baxia,Tank,Novaria,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,26:45,1,2,4,11984,15,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Lose,Geek Fam ID,Warlord,Lylia,Mage,Joy,Assassin,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,26:45,0,3,5,16366,15,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Lose,Geek Fam ID,VaanStrong,Mathilda,Support/Assassin,Paquito,Fighter/Assassin,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,26:45,0,3,4,11851,15,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Lose,Geek Fam ID,Super Red,Natan,Marksman,Benedetta,Assassin/Fighter,Purify,Mage,Swift,Bargain Hunter,Weakness Finder,26:45,2,3,1,18243,15,1,0,1,9,6
3/16/2024,Regular Season,3,Geek Fam ID,Win,EVOS Glory,Luke,Lapu-Lapu,Fighter,Brody,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,26:45,3,1,9,16452,15,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Win,EVOS Glory,Reyy,Fredrinn,Fighter/Tank,X.Borg,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,26:45,1,0,8,13790,15,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Win,EVOS Glory,Aboy,Valentina,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,26:45,6,1,3,17245,15,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Win,EVOS Glory,Baloyskie,Minotaur,Tank/Support,Vexana,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,26:45,1,2,11,12870,15,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Win,EVOS Glory,Caderaa,Claude,Marksman,Cici,Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,26:45,4,1,9,18849,15,8,4,2,13,18
3/17/2024,Regular Season,1,Alter Ego,Win,"ONIC",Pai,Cici,Fighter,Nolan,Assassin,Purify,Fighter,Agility,Festival of Blood,Brave Smite,16:22,0,4,5,8927,14,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Win,"ONIC",Tazz,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Impure Rage,16:22,2,3,1,8409,15,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Win,"ONIC",Cr1te,Faramis,Support/Mage,Novaria,Mage,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:22,2,3,2,8723,14,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Win,"ONIC",Rasy,Mathilda,Support/Assassin,Yu Zhong,Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,16:22,1,4,3,7086,13,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Win,"ONIC",Nino,Claude,Marksman,Arlott,Fighter/Assassin,Purify,Common,Agility,Tenacity,Quantum Charge,16:22,1,1,3,12196,15,2,0,0,6,6
3/17/2024,Regular Season,1,"ONIC",Lose,Alter Ego,Butsss,Lapu-Lapu,Fighter,Valentina,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:22,5,1,4,10400,15,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Lose,Alter Ego,Kairi,Barats,Tank/Fighter,Fanny,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:22,1,2,9,10059,15,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Lose,Alter Ego,Sanz,Odette,Mage,X.Borg,Fighter,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,16:22,7,2,7,11450,15,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Lose,Alter Ego,Kiboy,Ruby,Fighter/Tank,Angela,Support,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,16:22,0,0,14,9360,15,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Lose,Alter Ego,CW,Bruno,Marksman,Vexana,Mage,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,16:22,2,1,4,12541,15,9,3,2,6,8
3/17/2024,Regular Season,2,"ONIC",Win,Alter Ego,Butsss,Terizla,Fighter,Faramis,Support/Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,21:32,5,3,3,14024,15,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Win,Alter Ego,Kairi,Baxia,Tank,Karina,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,21:32,1,5,10,10774,15,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Win,Alter Ego,Sanz,Xavier,Mage,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,21:32,4,4,7,12252,15,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Win,Alter Ego,Kiboy,Minotaur,Tank/Support,Vexana,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,21:32,3,4,11,10541,15,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Win,Alter Ego,CW,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,21:32,2,4,9,13833,15,2,0,0,8,7
3/17/2024,Regular Season,2,Alter Ego,Lose,"ONIC",Pai,Yu Zhong,Fighter,Joy,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,21:32,4,2,9,13471,15,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Lose,"ONIC",Tazz,Fredrinn,Fighter/Tank,Fanny,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,21:32,4,2,14,13118,15,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Lose,"ONIC",Cr1te,Pharsa,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,21:32,5,3,9,12028,15,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Lose,"ONIC",Rasy,Arlott,Fighter/Assassin,Lylia,Mage,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,21:32,3,5,16,12263,15,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Lose,"ONIC",Nino,Bruno,Marksman,Gord,Mage,Purify,Assassin,Fatal,Master Assassin,Quantum Charge,21:32,4,3,0,14142,15,9,3,3,12,13
3/17/2024,Regular Season,3,"ONIC",Win,Alter Ego,Butsss,Paquito,Fighter/Assassin,Fanny,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,15:41,5,1,3,12921,15,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Win,Alter Ego,Kairi,Fredrinn,Fighter/Tank,X.Borg,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:41,1,0,10,10600,15,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Win,Alter Ego,Sanz,Faramis,Support/Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,15:41,1,0,10,9799,15,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Win,Alter Ego,Kiboy,Arlott,Fighter/Assassin,Bruno,Marksman,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,15:41,3,1,6,8211,14,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Win,Alter Ego,CW,Karrie,Marksman,Ruby,Fighter/Tank,Flicker,Common,Swift,Master Assassin,Quantum Charge,15:41,2,0,3,13528,15,9,1,2,11,9
3/17/2024,Regular Season,3,Alter Ego,Lose,"ONIC",Pai,Yu Zhong,Fighter,Nolan,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,15:41,0,2,0,7575,14,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Lose,"ONIC",Tazz,Barats,Tank/Fighter,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:41,0,2,1,7214,14,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Lose,"ONIC",Cr1te,Lylia,Mage,Vexana,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,15:41,2,4,0,679,12,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Lose,"ONIC",Rasy,Mathilda,Support/Assassin,Valentina,Mage,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,15:41,0,2,2,6102,12,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Lose,"ONIC",Nino,Ixia,Marksman,Nana,Mage,Flicker,Assassin,Thrill,Tenacity,Quantum Charge,15:41,0,2,2,8614,14,0,0,0,3,5
3/17/2024,Regular Season,1,"Dewa United Esports",Lose,"Bigetron Alpha",Dyx0n,Lapu-Lapu,Fighter,Fanny,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,27:41,2,4,6,13476,15,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Lose,"Bigetron Alpha",Garry,Barats,Tank/Fighter,Joy,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,27:41,1,4,6,15225,15,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Lose,"Bigetron Alpha",Keyz,Valentina,Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,27:41,3,3,7,13561,15,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Lose,"Bigetron Alpha",Drian,Mathilda,Support/Assassin,Cici,Fighter,Flicker,Tank,Agility,Wilderness Blessing.,Quantum Charge,27:41,2,4,10,12584,15,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Lose,"Bigetron Alpha",Watt,Karrie,Marksman,Diggie,Support,Purify,Fighter,Swift,Festival of Blood,Brave Smite,27:41,4,1,7,19450,15,9,3,2,12,14
3/17/2024,Regular Season,1,"Bigetron Alpha",Win,"Dewa United Esports",Xorizo,Terizla,Fighter,X.Borg,Fighter,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,27:41,1,2,9,14856,15,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Win,"Dewa United Esports",Kenn,Fredrinn,Fighter/Tank,Faramis,Support/Mage,Retribution,Tank,Vitality,Seasoned Hunter,Impure Rage,27:41,4,2,7,14187,15,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Win,"Dewa United Esports",Morenoo,Gord,Mage,Novaria,Mage,Flicker,Mage,Thrill,Wilderness Blessing.,Impure Rage,27:41,5,2,8,18804,15,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Win,"Dewa United Esports",Kyy,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,27:41,1,4,13,13079,15,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Win,"Dewa United Esports",EMANN,Bruno,Marksman,Arlott,Fighter/Assassin,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,27:41,5,2,6,20542,15,7,1,1,12,9
3/17/2024,Regular Season,2,"Bigetron Alpha",Win,"Dewa United Esports",Xorizo,X.Borg,Fighter,Minotaur,Tank/Support,Flicker,Tank,Agility,Festival of Blood,Brave Smite,17:20,1,0,2,11116,15,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Win,"Dewa United Esports",Kenn,Dyrroth,Fighter,Thamuz,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:20,1,0,3,10170,15,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Win,"Dewa United Esports",Morenoo,Angela,Support,Ruby,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,17:20,2,1,5,9612,15,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Win,"Dewa United Esports",Kyy,Arlott,Fighter/Assassin,Vexana,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,17:20,0,3,4,8738,15,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Win,"Dewa United Esports",EMANN,Claude,Marksman,Bruno,Marksman,Sprint,Common,Swift,Tenacity,Quantum Charge,17:20,3,0,4,12828,15,9,3,1,9,11
3/17/2024,Regular Season,2,"Dewa United Esports",Lose,"Bigetron Alpha",Dyx0n,Cici,Fighter,Nolan,Assassin,Vengeance,Support,Agility,Festival of Blood,Brave Smite,17:20,0,0,3,10037,15,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Lose,"Bigetron Alpha",Garry,Baxia,Tank,Joy,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,17:20,1,1,3,7538,15,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Lose,"Bigetron Alpha",Keyz,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,17:20,1,0,2,8674,15,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Lose,"Bigetron Alpha",Drian,Kaja,Support/Fighter,Fanny,Assassin,Flicker,Tank,Agility,Pull Yourself Together,Quantum Charge,17:20,1,4,2,6679,14,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Lose,"Bigetron Alpha",Watt,Karrie,Marksman,Fredrinn,Fighter/Tank,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,17:20,1,2,1,11237,15,2,0,2,7,5
3/17/2024,Regular Season,1,Rebellion Esports,Lose,AURA Fire,Karss,Dyrroth,Fighter,Paquito,Fighter/Assassin,Flicker,Tank,Agility,Festival of Blood,Quantum Charge,12:09,2,2,2,6144,11,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Lose,AURA Fire,Vincentt,Nolan,Assassin,Nana,Mage,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,12:09,1,3,1,7532,13,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Lose,AURA Fire,SwayLow,Novaria,Mage,Arlott,Fighter/Assassin,Flicker,Assassin,Inspire,Wilderness Blessing.,Impure Rage,12:09,1,1,3,6597,11,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Lose,AURA Fire,AudyTzy,Tigreal,Tank,Vexana,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,12:09,1,3,3,5565,11,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Lose,AURA Fire,Deee,Bruno,Marksman,Ruby,Fighter/Tank,Purify,Assassin,Fatal,Tenacity,Quantum Charge,12:09,0,3,1,7029,12,0,0,0,4,7
3/17/2024,Regular Season,1,AURA Fire,Win,Rebellion Esports,Aran,Benedetta,Assassin/Fighter,Angela,Support,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,12:09,3,2,3,8214,13,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Win,Rebellion Esports,Gugun,Baxia,Tank,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,12:09,2,1,5,7551,15,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Win,Rebellion Esports,Yehezkiel,Valentina,Mage,Harith,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,12:09,1,0,8,7585,13,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Win,Rebellion Esports,Yawi,Grock,Tank/Fighter,Claude,Marksman,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,12:09,2,1,7,6176,12,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Win,Rebellion Esports,Kabuki,Karrie,Marksman,X.Borg,Fighter,Purify,Fighter,Swift,Festival of Blood,Brave Smite,12:09,4,1,4,10454,15,7,1,3,8,6
3/17/2024,Regular Season,2,AURA Fire,Win,Rebellion Esports,Aran,Gloo,Tank,Angela,Support,Flicker,Common,Agility,Tenacity,Brave Smite,21:47,1,1,3,11881,15,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Win,Rebellion Esports,Gugun,Baxia,Tank,Arlott,Fighter/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,21:47,2,2,5,12569,15,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Win,Rebellion Esports,Yehezkiel,Vexana,Mage,Karrie,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,21:47,3,0,5,12940,15,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Win,Rebellion Esports,Yawi,Grock,Tank/Fighter,Harith,Mage,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,21:47,1,2,5,10361,15,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Win,Rebellion Esports,Kabuki,Claude,Marksman,Selena,Assassin/Mage,Purify,Common,Agility,Tenacity,Quantum Charge,21:47,2,1,2,17229,15,9,4,3,12,15
3/17/2024,Regular Season,2,Rebellion Esports,Lose,AURA Fire,Karss,Paquito,Fighter/Assassin,Chou,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,21:47,2,3,0,11986,15,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Lose,AURA Fire,Vincentt,Barats,Tank/Fighter,Tigreal,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,21:47,0,1,6,11586,15,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Lose,AURA Fire,SwayLow,Novaria,Mage,Ruby,Fighter/Tank,Flicker,Assassin,Inspire,Wilderness Blessing.,Impure Rage,21:47,0,0,6,11563,15,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Lose,AURA Fire,AudyTzy,Minotaur,Tank/Support,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,21:47,1,3,5,10204,15,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Lose,AURA Fire,Deee,Bruno,Marksman,Nolan,Assassin,Purify,Assassin,Fatal,Tenacity,Quantum Charge,21:47,3,2,2,13922,15,1,0,0,7,6
3/22/2024,Regular Season,1,AURA Fire,Lose,"ONIC",Aran,Ruby,Fighter/Tank,Cici,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,19:08,1,1,3,10378,15,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Lose,"ONIC",Gugun,Barats,Tank/Fighter,Faramis,Support/Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,19:08,1,3,4,10993,15,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Lose,"ONIC",Yehezkiel,Valentina,Mage,Joy,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:08,2,3,2,9614,15,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Lose,"ONIC",Yawi,Mathilda,Support/Assassin,Arlott,Fighter/Assassin,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,19:08,0,2,6,8253,15,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Lose,"ONIC",Kabuki,Claude,Marksman,Fanny,Assassin,Purify,Common,Agility,Tenacity,Quantum Charge,19:08,3,0,3,15440,15,1,0,2,7,6
3/22/2024,Regular Season,1,"ONIC",Win,AURA Fire,Butsss,Paquito,Fighter/Assassin,Vexana,Mage,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,19:08,3,2,3,12475,15,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Win,AURA Fire,Kairi,Fredrinn,Fighter/Tank,Baxia,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,19:08,1,2,5,10886,15,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Win,AURA Fire,Sanz,Gord,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:08,2,0,5,11718,15,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Win,AURA Fire,Kiboy,Minotaur,Tank/Support,Gloo,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,19:08,0,2,6,9704,15,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Win,AURA Fire,Alberttt,Karrie,Marksman,Benedetta,Assassin/Fighter,Flicker,Common,Swift,Master Assassin,Brave Smite,19:08,3,1,3,15624,15,6,3,1,9,13
3/22/2024,Regular Season,2,"ONIC",Lose,AURA Fire,Butsss,X.Borg,Fighter,Baxia,Tank,Flicker,Tank,Firmness,Festival of Blood,Impure Rage,17:37,4,3,4,8783,15,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Lose,AURA Fire,Kairi,Akai,Tank,Vexana,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:37,0,3,8,8024,15,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Lose,AURA Fire,Sanz,Lunox,Mage,Claude,Marksman,Flicker,Mage,Rupture,Festival of Blood,Lethal Ignition,17:37,3,5,5,9197,15,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Lose,AURA Fire,Kiboy,Arlott,Fighter/Assassin,Benedetta,Assassin/Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,17:37,1,6,5,7055,14,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Lose,AURA Fire,Alberttt,Bruno,Marksman,Paquito,Fighter/Assassin,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,17:37,4,0,3,12316,15,2,0,1,7,4
3/22/2024,Regular Season,2,AURA Fire,Win,"ONIC",Aran,Ruby,Fighter/Tank,Valentina,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,17:37,3,3,9,9551,15,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Win,"ONIC",Gugun,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,17:37,6,2,8,10950,15,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Win,"ONIC",Yehezkiel,Novaria,Mage,Nolan,Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,17:37,4,1,12,11086,15,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Win,"ONIC",Yawi,Grock,Tank/Fighter,Joy,Assassin,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,17:37,0,5,7,8005,15,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Win,"ONIC",Kabuki,Karrie,Marksman,Mathilda,Support/Assassin,Purify,Common,Swift,Festival of Blood,Brave Smite,17:37,4,1,5,13390,15,7,2,2,8,11
3/22/2024,Regular Season,3,AURA Fire,Win,"ONIC",Aran,Cici,Fighter,Barats,Tank/Fighter,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,25:59,3,3,12,17069,15,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Win,"ONIC",Gugun,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,25:59,2,2,8,13467,15,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Win,"ONIC",Yehezkiel,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,25:59,6,2,5,14419,15,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Win,"ONIC",Yawi,Angela,Support,Joy,Assassin,Flicker,Support,Agility,Bargain Hunter,Focusing Mark,25:59,0,1,15,12812,15,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Win,"ONIC",Kabuki,Karrie,Marksman,Fanny,Assassin,Purify,Common,Swift,Festival of Blood,Brave Smite,25:59,6,1,2,18831,15,9,1,3,12,13
3/22/2024,Regular Season,3,"ONIC",Lose,AURA Fire,Butsss,Gloo,Tank,Baxia,Tank,Flicker,Common,Agility,Wilderness Blessing.,Impure Rage,25:59,0,6,7,12429,15,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Lose,AURA Fire,Kairi,Martis,Fighter,Nolan,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,25:59,3,3,2,12058,15,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Lose,AURA Fire,Sanz,Vexana,Mage,Grock,Tank/Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,25:59,4,1,4,14683,15,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Lose,AURA Fire,Kiboy,Arlott,Fighter/Assassin,Benedetta,Assassin/Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,25:59,2,4,7,10956,15,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Lose,AURA Fire,Alberttt,Claude,Marksman,Paquito,Fighter/Assassin,Sprint,Common,Swift,Tenacity,Quantum Charge,25:59,0,3,3,18752,15,2,3,0,9,9
3/22/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Dyx0n,Arlott,Fighter/Assassin,Karrie,Marksman,Flicker,Common,Rupture,Wilderness Blessing.,Brave Smite,16:10,3,3,2,8052,14,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Garry,Barats,Tank/Fighter,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:10,0,1,7,9190,15,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Keyz,Gord,Mage,Faramis,Support/Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:10,1,0,8,8999,15,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Drian,Angela,Support,Novaria,Mage,Flicker,Mage,Agility,Bargain Hunter,Impure Rage,16:10,0,0,11,8480,14,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Watt,Claude,Marksman,Fanny,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,16:10,7,0,2,13109,15,8,1,2,5,7
3/22/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Fluffy,Cici,Fighter,Mathilda,Support/Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,16:10,2,1,1,10280,15,2,0,1,9,6
3/22/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Anavel,Baxia,Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:10,0,2,4,6980,14,2,0,1,9,6
